OCC_HOUR,LOCATION_TYPE,PREMISES_TYPE,MCI_CATEGORY,LONG_WGS84,LAT_WGS84
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5132172795793,43.7393831786129
21,"Apartment (Rooming House, Condo)",Apartment,Robbery,-79.5132172795793,43.7393831786129
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.2613278660981,43.7700591904307
21,"Apartment (Rooming House, Condo)",Apartment,Robbery,-79.5132172795793,43.7393831786129
7,Schools During Supervised Activity,Educational,Assault,-79.5132172795793,43.7393831786129
7,Bar / Restaurant,Commercial,Assault,-79.4820659578942,43.7266361406988
19,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.3064305621205,43.7599008914252
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3988655491275,43.7090815302548
16,Ttc Subway Train,Transit,Assault,-79.3842059245105,43.6707982509655
11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Theft Over,-79.4526615867237,43.6491718989013
15,Ttc Subway Station,Transit,Assault,-79.4535124016667,43.6565854497972
23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Break and Enter,-79.4966522263526,43.6998778982165
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4018423429303,43.657646662155
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.1366725210743,43.7795962780377
0,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Assault,-79.3169200417667,43.6891341269968
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.1407466949596,43.7966144440094
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.1289814366947,43.7911131858868
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.4494695635728,43.7275808110579
15,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.5184104102708,43.6041829213855
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2123814987007,43.7445979255769
13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4658081672432,43.7082310070028
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3988655491275,43.7090815302548
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2697218537056,43.8190139416792
13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3938560756744,43.6538169248176
2,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Auto Theft,-79.4679707208293,43.6970059041062
5,Bar / Restaurant,Commercial,Break and Enter,-79.4215775126058,43.6381041293701
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.288796897438,43.8070448008131
12,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.368064133507,43.6508226579109
22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.3604107886786,43.7548426776876
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3327125020317,43.6822707385732
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5356744508668,43.7259698544417
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3341821848718,43.7149202684497
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4369886563877,43.7556854478062
11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5182650086581,43.740046073155
14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3980471488345,43.7669528089109
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5933131615255,43.7417790265677
8,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3694873461068,43.7154553689404
12,Schools During Supervised Activity,Educational,Assault,-79.2265726526584,43.777583439696
15,Schools During Un-Supervised Activity,Educational,Assault,-79.398993778189,43.709577153667
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3922228192245,43.638447502149
15,Schools During Un-Supervised Activity,Educational,Assault,-79.398993778189,43.709577153667
2,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3896022234998,43.7235752670646
9,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5344137160073,43.6088985677501
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5971253079001,43.6965384885978
16,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4294473371501,43.6529579400467
16,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.6087369730762,43.7414279538376
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5971253079001,43.6965384885978
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5132172795793,43.7393831786129
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3941377694399,43.6687140893441
11,Ttc Subway Station,Transit,Assault,-79.3842059245105,43.6707982509655
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.2110468546962,43.7628602091512
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.2692676588117,43.7625864151926
19,Unknown,Other,Assault,-79.309790266666,43.7421378685711
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.5568998425087,43.6101198168381
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3013468128153,43.6902710933576
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4446245435959,43.7802043184847
10,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5160745352033,43.7507307824281
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3293143091833,43.6740784545541
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3457948187012,43.7036843035894
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3436219446817,43.7074670972552
2,"Apartment (Rooming House, Condo)",Apartment,Theft Over,-79.4704020523496,43.6985619060636
16,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.6087369730762,43.7414279538376
11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2451975951262,43.7678915014344
1,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.3293143091833,43.6740784545541
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2514950441435,43.7721358860622
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5061548988877,43.630864438749
12,Schools During Supervised Activity,Educational,Assault,-79.2265726526584,43.777583439696
12,Schools During Supervised Activity,Educational,Assault,-79.2265726526584,43.777583439696
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3457948187012,43.7036843035894
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3897041589861,43.7823760274328
14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.558703662611,43.644063996935
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.5297719108987,43.7737235067849
0,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.3457948187012,43.7036843035894
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4001612917771,43.785604619558
11,Schools During Un-Supervised Activity,Educational,Robbery,-79.5092391858584,43.7040315408659
7,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Theft Over,-79.5301601243632,43.6188157388458
9,Schools During Supervised Activity,Educational,Assault,-79.3058344921157,43.7461998373655
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4114205389466,43.6391684588267
18,Ttc Subway Station,Transit,Robbery,-79.418571260024,43.6639414271059
9,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Robbery,-79.2976516055002,43.7447094635005
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4240292292975,43.6707124578882
1,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.5617292751485,43.6789329209276
5,Convenience Stores,Commercial,Break and Enter,-79.4444129223091,43.662352927522
9,Community Group Home,Other,Assault,-79.2738862324373,43.7308392604866
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3834411110393,43.7610411662029
10,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4119888158162,43.7656511044652
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3977411374838,43.7385984948632
15,Ttc Subway Station,Transit,Assault,-79.4535124016667,43.6565854497972
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5297719108987,43.7737235067849
10,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3983712235272,43.64029679725
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3895039413319,43.6696628826621
22,Ttc Subway Train,Transit,Assault,-79.4003163868338,43.6687354160202
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2474023443688,43.7140906497376
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4338718458011,43.7240669387276
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2474023443688,43.7140906497376
22,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,Assault,-79.3222068347699,43.7734952482572
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3604837442361,43.6606666986824
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4885360302723,43.6656354265243
12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2474393593656,43.7541988320967
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.258419595642,43.7595113339133
15,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.455196075496,43.716149684534
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2629158442422,43.7094608222458
9,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Theft Over,-79.4062557540596,43.7132270625849
3,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2783906507523,43.7057651991677
3,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4126129152299,43.6554563276581
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4219710360976,43.6824133049448
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.3841540266399,43.6638977699362
16,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4338192403768,43.7283382124594
4,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4541993222462,43.7773628877811
4,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Assault,-79.2250747668766,43.7332333722306
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3881482645644,43.6469590109043
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3710284454984,43.6582885117532
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.323226052453,43.6838945805301
8,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.212577429121,43.7984457213253
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.323226052453,43.6838945805301
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2955248765317,43.7969216382826
15,Nursing Home,Other,Assault,-79.5269023165285,43.7553063584339
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3710284454984,43.6582885117532
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3686285708986,43.6658689384264
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.159039138498,43.7781722807987
5,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.368064133507,43.6508226579109
21,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3920080840473,43.7927723787725
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2645735169239,43.7951974710951
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.4494695635728,43.7275808110579
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2629158442422,43.7094608222458
3,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2629158442422,43.7094608222458
11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4145066683875,43.6978736471212
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2429577305099,43.7244190817868
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2429577305099,43.7244190817868
14,Unknown,Other,Assault,-79.546607890853,43.6048180336127
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4541993222462,43.7773628877811
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.1880739975143,43.7672636737577
15,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Assault,-79.381472013117,43.6429066238449
20,Convenience Stores,Commercial,Robbery,-79.3714613576279,43.6494439998721
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4112093338392,43.6651095665782
13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4856746552988,43.6684952355694
4,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4541993222462,43.7773628877811
4,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4541993222462,43.7773628877811
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4447549165781,43.7224092288494
23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Break and Enter,-79.4918987310834,43.7264518981907
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2028523971869,43.7639187852766
19,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5152732267489,43.7203798699983
14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4780584059622,43.7086530745628
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4902710089096,43.6096640570475
22,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4143941155109,43.6293986837548
22,Bar / Restaurant,Commercial,Assault,-79.3990525892539,43.6575189061509
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2955248765317,43.7969216382826
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.3841540266399,43.6638977699362
16,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2602135973066,43.6991061978899
17,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3371090333169,43.7743946913281
19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3437191362443,43.7758285046409
18,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Theft Over,-79.2812404578015,43.7558678820945
11,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5572119613729,43.6383281338738
1,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.6238589272342,43.750450893095
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4084655580401,43.7229054612255
3,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Break and Enter,-79.2692947811515,43.7873850464216
3,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4629547096061,43.6616537508781
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4895289889863,43.6869873513883
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3939252066834,43.6427327899353
14,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
16,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5315806297341,43.5889196864293
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2609647899627,43.7565749619257
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4887588064428,43.7545063414094
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4084655580401,43.7229054612255
0,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3703325208172,43.7679404706436
12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3437191362443,43.7758285046409
15,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3377488022765,43.7758265151862
19,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3884119933901,43.768185467507
9,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3730619978084,43.6424746823902
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Robbery,-79.5701499065271,43.7512846199831
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Robbery,-79.5701499065271,43.7512846199831
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5701499065271,43.7512846199831
8,Ttc Bus,Transit,Assault,-79.4502752551179,43.6956857798099
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5032649621053,43.6586187260107
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3151291156615,43.6910807082212
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3710284454984,43.6582885117532
8,Ttc Bus,Transit,Assault,-79.4502752551179,43.6956857798099
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3540858551809,43.7799383083963
21,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Theft Over,-79.437761349618,43.7005104746672
21,Nursing Home,Other,Assault,-79.4341671956099,43.729207257698
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5861127259898,43.7600951693571
19,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.571354267414,43.7549474542895
20,Ttc Subway Station,Transit,Assault,-79.5024395158456,43.774466491799
13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.5894194754931,43.7320165752452
6,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3348574527043,43.6809419177626
11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3942768172954,43.6547968700057
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2609647899627,43.7565749619257
20,Ttc Subway Station,Transit,Assault,-79.5024395158456,43.774466491799
8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.526414873531,43.746731961742
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2346698927428,43.83110701832
12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Theft Over,-79.410362732919,43.6768337236518
12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.1366725210743,43.7795962780377
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.2517679588654,43.7292902615516
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Robbery,-79.4084655580401,43.7229054612255
1,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Robbery,-79.3824211080824,43.6517547739066
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2241170486118,43.7472820985281
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4794972742134,43.7339833576641
18,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.3473541525475,43.7824445052818
13,"Construction Site (Warehouse, Trailer, Shed)",Commercial,Break and Enter,-79.3498736432105,43.7050005402771
0,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3816325363003,43.664396930936
17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4911825173851,43.6657285806734
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3720301651639,43.6607066445045
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Robbery,-79.4084655580401,43.7229054612255
17,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,Assault,-79.3776221596698,43.6545585312909
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2241170486118,43.7472820985281
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2814933011965,43.7847262881861
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2241170486118,43.7472820985281
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2241170486118,43.7472820985281
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2241170486118,43.7472820985281
18,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5596860102162,43.7133118248394
10,Schools During Supervised Activity,Educational,Assault,-79.4078468751771,43.6636294330243
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4441676395121,43.7098632829111
11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.1833874842307,43.7743033563552
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2429577305099,43.7244190817868
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4541993222462,43.7773628877811
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5032649621053,43.6586187260107
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4794972742134,43.7339833576641
21,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5289745870197,43.6612638567484
9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4494695635728,43.7275808110579
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5046985186308,43.7619540721002
5,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.289378046531,43.7374754819967
15,Schools During Supervised Activity,Educational,Assault,-79.1886527019823,43.7747327101702
15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4634461495132,43.71878616848
15,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Assault,-79.381472013117,43.6429066238449
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4122695290038,43.6873344614993
9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3757864780024,43.6696498425683
9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4571379970365,43.7293442974042
8,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3798262253871,43.6496054379976
9,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3746802866043,43.6670883302434
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2843167791376,43.7660323148793
19,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4247947791433,43.6430108048879
22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5177591967887,43.6308703463345
11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.2209211506047,43.8055731834618
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3492251062673,43.6835427508241
12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.3427748890311,43.6676301169214
15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.3036571462378,43.7221803443704
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5227977578532,43.623852253114
22,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,Break and Enter,-79.5289588102118,43.6204156468588
15,Convenience Stores,Commercial,Assault,-79.4763008850717,43.6511290769863
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4112093338392,43.6651095665782
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3783434102009,43.6662791241438
14,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
14,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4343097705351,43.657116427229
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4692140521948,43.6534998150097
12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.5089760602365,43.7223579229134
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3323791797167,43.6814780435633
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3874379920434,43.7215836177604
19,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5152732267489,43.7203798699983
13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4432045548346,43.6455903611959
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4524501848975,43.6563148549163
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3037191113261,43.724687201951
7,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4129009579966,43.7692680451626
5,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.289378046531,43.7374754819967
6,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3348574527043,43.6809419177626
19,Go Train,Transit,Assault,-79.4186529544759,43.6353322938933
19,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2942927173781,43.8018071321687
22,Ttc Subway Train,Transit,Assault,-79.3779146873049,43.6491425429091
18,Schools During Un-Supervised Activity,Educational,Break and Enter,-79.4882747441671,43.7640809216183
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.5694722411938,43.7003694521694
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4126710954095,43.7813303073789
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5272243629739,43.5929881414753
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.5693305903992,43.7278442497138
18,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Robbery,-79.2274180396721,43.7289363556594
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2947046367253,43.73500072493
18,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2552888506679,43.7886240406486
0,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.4082996080202,43.6680303836405
5,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Auto Theft,-79.436863285307,43.7870725145165
21,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3649839328309,43.7767313306014
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2252288347736,43.7470431841028
